4.703473926969569502e-15,5.324799323015780719e-15,7.397738885182776839e-08,7.186485926805613959e-15,4.329830009778828418e-08,8.970469350148549211e-08
3.451273577561845036e-15,4.945735073626787889e-15,6.826306477977551477e-08,6.905777125015922858e-15,3.995377457861910757e-08,8.277555901701576817e-08
3.552956573838902334e-15,3.414510086709244966e-15,5.619426082908824685e-08,4.839818919690503065e-15,3.289000558589050947e-08,6.814096759205183732e-08
3.022321558171169453e-15,3.197956424241114089e-15,5.229317046410623793e-08,3.782158661519723331e-15,3.060671190596153354e-08,6.341042954330792733e-08
3.561640155059393337e-15,5.149111905807980741e-15,6.820267053575492947e-08,4.663175202022234924e-15,3.991840467738279968e-08,8.270228584246969938e-08
4.732750854400644077e-15,5.582943413888083330e-15,8.349702981441370430e-08,6.350184193671448790e-15,4.887005952442221407e-08,1.012481776452184550e-07
5.343779799121663599e-15,5.259300806336794953e-15,7.665797302551069207e-08,6.122356055992057545e-15,4.486723032273175667e-08,9.295520947629364537e-08
2.725555259678843803e-15,3.719579612386120885e-15,4.414318374711609613e-08,4.028424720795637250e-15,2.583660831221589681e-08,5.352786969084969607e-08
4.450521452036728538e-15,4.950963099132250365e-15,7.252860399414609573e-08,5.929638406218592233e-15,4.245035358476331310e-08,8.794796589438840855e-08
4.843499812444947320e-15,6.246578316128207701e-15,9.142335331317810477e-08,7.592695153407123169e-15,5.350926365400695726e-08,1.108595889765090693e-07
2.948232760166917526e-15,3.730958152463022266e-15,5.712953491964326481e-08,4.718030011464161997e-15,3.343740404862990187e-08,6.927502641110759145e-08
5.844308793926423339e-15,5.246732094873252515e-15,8.385262928334694096e-08,7.168903349658119894e-15,4.907818199583231625e-08,1.016793584016663142e-07
5.228505417086394577e-15,5.449006439617222223e-15,8.191121101682114374e-08,6.380501164813465191e-15,4.794188297702587824e-08,9.932521025935406876e-08
3.585840750037484076e-15,3.478529823047409689e-15,5.624550763077020697e-08,4.987428254400121954e-15,3.291999466478050532e-08,6.820307414954345087e-08
4.251409623303340310e-15,3.631541865768972439e-15,5.986615450915205150e-08,5.219297155917219567e-15,3.503911365370968762e-08,7.259347978231843639e-08
2.749176751875965692e-15,3.663522975548414006e-15,5.852374618360240529e-08,5.405469088156788649e-15,3.425344117329465665e-08,7.096567737710218619e-08
3.789724063286597699e-15,4.218413867605314057e-15,6.496189591694229464e-08,5.481955734997176291e-15,3.802162102198909067e-08,7.877258618945864565e-08
3.186235425925691903e-15,4.517156302679262819e-15,5.904459089454340774e-08,4.849662737163170495e-15,3.455828485405372081e-08,7.159731280842085375e-08
3.487640580391744679e-15,3.501322164091227771e-15,4.509378413828458458e-08,4.659200319519900436e-15,2.639298447563769811e-08,5.468058035665530279e-08
4.524478088945870474e-15,3.871227336855479816e-15,5.998863025711696020e-08,5.242133707670020399e-15,3.511080679922708954e-08,7.274198059382639465e-08
1.971775601157511648e-15,3.370763660833327912e-15,4.519961605346214985e-08,3.594865748051498530e-15,2.645492480691958768e-08,5.480890190884420002e-08
4.470289168205636142e-15,4.611205454676879685e-15,7.328638638954528675e-08,7.185510881497069581e-15,4.289387429942809207e-08,8.886679564678839797e-08
3.600958230742832811e-15,3.808639252168402352e-15,6.400714339807446389e-08,5.674436298508692221e-15,3.746279745340689735e-08,7.761474899592064952e-08
1.123558620727605365e-08,1.477133481248949376e-08,2.142031150156268604e-01,1.644780303051452357e-08,1.253711674574715107e-01,2.597419142713366380e-01
3.745178743598884854e-09,4.923755458383599338e-09,7.140067685731595060e-02,5.482569070211895356e-09,4.179017758070548150e-02,8.658019975962277792e-02
3.114899784971883470e-08,4.095134152899244412e-08,5.938463193249060579e-01,4.559911317830681777e-08,3.475729395379527631e-01,7.200958760735505226e-01
1.757534713859364012e-08,2.310618944451802617e-08,3.350687813225068923e-01,2.572860725004483948e-08,1.961127609652048853e-01,4.063031794267980001e-01
2.196920543914759537e-08,2.888276671769495638e-08,4.188364066586692802e-01,3.216079489291881289e-08,2.451412028849203617e-01,5.078794957064165505e-01
3.848587267027408225e-08,5.059708233759282218e-08,7.337217146740527829e-01,5.633957901919235215e-08,4.294407574370363578e-01,8.897082691752965511e-01
1.757535654336304742e-08,2.310620247751049301e-08,3.350689762993271925e-01,2.572862369349669854e-08,1.961128750833997236e-01,4.063034158548092800e-01
3.446495495545681383e-08,4.531081060663108054e-08,6.570641307253493046e-01,5.045333773161886509e-08,3.845737591515291376e-01,7.967535630921356304e-01
2.116389711454759441e-08,2.782401291847220768e-08,4.034832550253540373e-01,3.098187721818523455e-08,2.361551405470186660e-01,4.892623201564815782e-01
3.410705503096733590e-08,4.484029770583012160e-08,6.502409138603491012e-01,4.992942224843200277e-08,3.805801913453688012e-01,7.884797552646287677e-01
1.123560154144077015e-08,1.477135350924638924e-08,2.142034168462421950e-01,1.644783036707754820e-08,1.253713441162843389e-01,2.597422802700868893e-01
4.393811553278562439e-09,5.776513507708960818e-09,8.376670236220122578e-02,6.432112006431950732e-09,4.902790171127418412e-02,1.015751970852104835e-01
3.839871389743264785e-15,3.309479908514914821e-15,5.572457853039732977e-08,3.901407941742336572e-15,3.261508774990545514e-08,6.757138529802981007e-08
1.318148990008754519e-08,1.732961423259694440e-08,2.513011780105198212e-01,1.929642269360595701e-08,1.470843319360414236e-01,3.047268898535645532e-01
