Fecha	Número de pedido	SKU	Tipo de transacción	Tipo de pago	Detalles del pago	Monto	Cantidad	Título del producto
05/07/2020	701-0657976-0794636	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-4029423-7958663	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-4029423-7958663	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-4029423-7958663	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-4029423-7958663	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-2716235-0757010	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-2716235-0757010	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-2716235-0757010	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-2716235-0757010	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-0841536-1700259	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-0841536-1700259	FK-2B92-ML2C	Pago del pedido	Reembolsos promocionales		MXN$0.00	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-0841536-1700259	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-0841536-1700259	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-0841536-1700259	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-1827296-5826636	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-1827296-5826636	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-1827296-5826636	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-1827296-5826636	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-3763033-2547448	MN-7MDI-U1BM	Pago del pedido	Cargos de productos		MXN$343.97	1	ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
05/07/2020	702-3763033-2547448	MN-7MDI-U1BM	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-34.39		ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
05/07/2020	702-3763033-2547448	MN-7MDI-U1BM	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-59.30		ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
05/07/2020	702-3763033-2547448	MN-7MDI-U1BM	Pago del pedido	Otros	Impuesto del producto	MXN$55.03		ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
05/07/2020	702-6904926-3259448	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-6904926-3259448	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-6904926-3259448	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-6904926-3259448	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-3984765-9509048	SY-63AL-PF5L	Reembolso	Cargos de productos		MXN$-1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-3984765-9509048	SY-63AL-PF5L	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-31.03		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-3984765-9509048	SY-63AL-PF5L	Reembolso	Tarifas de Amazon	Comisión	MXN$155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-3984765-9509048	SY-63AL-PF5L	Reembolso	Otros	Impuesto del producto	MXN$-248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-2773185-0930625	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$3,103.44	2	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-2773185-0930625	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-310.35		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-2773185-0930625	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-128.26		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	702-2773185-0930625	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$496.56		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
05/07/2020	701-8959107-4173849	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-8959107-4173849	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-8959107-4173849	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-8959107-4173849	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-5509401-2229806	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-5509401-2229806	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-5509401-2229806	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-5509401-2229806	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-5717570-8017028	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-5717570-8017028	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-5717570-8017028	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	702-5717570-8017028	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-1420301-4780245	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
05/07/2020	701-1420301-4780245	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
05/07/2020	701-1420301-4780245	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
05/07/2020	701-1420301-4780245	PT-VL0G-IQEB	Reembolso	Otros	Impuesto del producto	MXN$-896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
05/07/2020	701-7791776-9534608	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-7791776-9534608	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-7791776-9534608	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
05/07/2020	701-7791776-9534608	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8687054-5496207	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8687054-5496207	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8687054-5496207	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8687054-5496207	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-4494215-0975419	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-4494215-0975419	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-4494215-0975419	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-4494215-0975419	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	702-0308607-7924263	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-0308607-7924263	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-0308607-7924263	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-0308607-7924263	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-1741556-9603410	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-1741556-9603410	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-1741556-9603410	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-1741556-9603410	PT-VL0G-IQEB	Reembolso	Otros	Impuesto del producto	MXN$-896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Devolución de cargo por envío	MXN$-50.86		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Otros	Envío	MXN$50.86		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto de envío	MXN$8.14		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-9603143-3325067	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Devolución de cargo por envío	MXN$-50.86		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Otros	Envío	MXN$50.86		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto de envío	MXN$8.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-2943260-7649066	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-1437197-6258631	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-1437197-6258631	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-1437197-6258631	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-1437197-6258631	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
04/07/2020	701-8781553-9935458	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8781553-9935458	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8781553-9935458	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-8781553-9935458	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$9,482.76	2	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-948.28		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Devolución de cargo por envío	MXN$-50.86		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-165.90		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Otros	Envío	MXN$50.86		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto de envío	MXN$8.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3890345-6627458	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$1,517.24		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-6224561-9225840	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-6224561-9225840	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-6224561-9225840	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
