2.923657966974180532e-17,2.708964358661788635e-17,-4.740424781854044122e-09,2.583004467539459672e-17,-2.774534132798284107e-09,-5.748218082941281332e-09
3.246039760220005867e-17,4.623989041353400928e-17,-6.381645604897716581e-09,3.924707837444924959e-17,-3.735128952876817311e-09,-7.738355891163213468e-09
2.315837016441826713e-17,1.951771132066683171e-17,-3.890288066751032353e-09,2.232549060724337784e-17,-2.276955426676765157e-09,-4.717347293628990420e-09
3.233618534941403897e-17,2.545422899721944809e-17,-4.805897722193851209e-09,2.829673438938614951e-17,-2.812855383693796366e-09,-5.827614380965982316e-09
2.829169218263275604e-17,3.401873748638327630e-17,-4.614976095411711983e-09,3.003827055827373247e-17,-2.701109479390806865e-09,-5.596095787432724410e-09
2.489946209539526905e-17,3.020584637886896851e-17,-4.795357677604922811e-09,3.007004732908161082e-17,-2.806686625962188186e-09,-5.814832422188864962e-09
3.966341125175859501e-17,3.266712825333718184e-17,-5.786061590379261095e-09,3.334926971519083379e-17,-3.386536815557132767e-09,-7.016151330243087230e-09
2.924321412983524008e-17,2.378207587235940445e-17,-4.281235227058883690e-09,2.563919212631478315e-17,-2.505773844877681275e-09,-5.191408929544670941e-09
3.071781110896782588e-17,3.679302700111784260e-17,-4.751875285244387534e-09,3.408707812532322220e-17,-2.781236565080647736e-09,-5.762103235270673993e-09
4.028974147536116802e-17,4.917128292119120578e-17,-7.078947985273634099e-09,4.255033883366638726e-17,-4.143254171468834440e-09,-8.583901697859155065e-09
2.549550167483846227e-17,3.374486091203039379e-17,-5.013973605553633677e-09,3.081839076055759390e-17,-2.934640220629470238e-09,-6.079921301245816960e-09
3.114882147873043003e-17,4.225782740634289411e-17,-5.418432180170359569e-09,3.792065456015681649e-17,-3.171367126210443472e-09,-6.570364158918316145e-09
3.878626286893614953e-17,4.249630870373845948e-17,-6.784147911029747615e-09,4.043658437387183872e-17,-3.970709730000876882e-09,-8.226429168589341402e-09
1.494641266367155727e-17,2.791828849730223186e-17,-3.453685508365644912e-09,2.408320445213545471e-17,-2.021415662626895604e-09,-4.187922858816896051e-09
4.408224192740888913e-17,3.804684859766391234e-17,-6.364104341151443967e-09,3.248328939822011990e-17,-3.724861453508935670e-09,-7.717083048611907936e-09
1.804009507245464407e-17,2.825060573174605564e-17,-3.628504204578968013e-09,2.381915318817350000e-17,-2.123735508233582690e-09,-4.399909281747007166e-09
4.340849857813987716e-17,4.529517656356972341e-17,-6.659445845169051929e-09,4.186417145848250660e-17,-3.897721767847701569e-09,-8.075211213721744160e-09
2.598053809669212762e-17,3.329842104759846388e-17,-5.016099113533034852e-09,3.360523957965515180e-17,-2.935884467885221626e-09,-6.082499316476237377e-09
4.031554656595488590e-17,4.042813739430950139e-17,-6.533873777193376786e-09,3.682324029707471431e-17,-3.824226373790981049e-09,-7.922948240913301945e-09
2.526464151484786999e-17,4.226284780648539208e-17,-5.028687680160448158e-09,3.297371599366415919e-17,-2.943252827964827297e-09,-6.097762882613877760e-09
3.168526002489114376e-17,2.987374428405885421e-17,-4.516728111725377195e-09,3.069268361112904628e-17,-2.643605618255046847e-09,-5.476962759697725423e-09
3.783312160607593236e-17,3.274564421264930472e-17,-5.311216062030892613e-09,3.569437034506957933e-17,-3.108613918597796688e-09,-6.440356427550535294e-09
2.870618903208673532e-17,4.424456983826539096e-17,-5.815152993159941202e-09,3.927238517893357541e-17,-3.403565547887107221e-09,-7.051431284228845318e-09
-1.233334702112432310e-09,-1.410550815133712780e-09,2.142033128358371841e-01,-1.284372499404835228e-09,1.253715639681988181e-01,2.597420093172073119e-01
-4.111127944303682044e-10,-4.701849738738402878e-10,7.140132757160932986e-02,-4.281254058711476946e-10,4.179065201445969491e-02,8.658094053676802793e-02
-3.419236187397797800e-09,-3.910540753009619993e-09,5.938466550961439827e-01,-3.560730061970128558e-09,3.475739143387117092e-01,7.200958817068794371e-01
-1.929251683302425713e-09,-2.206462652317160645e-09,3.350689429354415938e-01,-2.009087106876282993e-09,1.961132946865294102e-01,4.063031488443700767e-01
-2.411564562481652618e-09,-2.758078328610612289e-09,4.188361967051844048e-01,-2.511358933631589956e-09,2.451416289144731087e-01,5.078789579258680131e-01
-4.224608519709116538e-09,-4.831635902244014869e-09,7.337222607091704596e-01,-4.399430240415427691e-09,4.294420386199731543e-01,8.897084351982181838e-01
-1.929251597093391371e-09,-2.206462562414544011e-09,3.350689355843183836e-01,-2.009087033428234685e-09,1.961132903839880037e-01,4.063031399304851132e-01
-3.783227325196329612e-09,-4.326833350991029656e-09,6.570639610329211955e-01,-3.939783918832487820e-09,3.845745209596865277e-01,7.967529130581710861e-01
-2.323171814404456710e-09,-2.656984079863381649e-09,4.034841879720921787e-01,-2.419308018307818281e-09,2.361562153861511693e-01,4.892631786329411092e-01
-3.743941089862517510e-09,-4.281902284857637681e-09,6.502408909251899960e-01,-3.898871961158920822e-09,3.805810301069362245e-01,7.884792878006937622e-01
-1.233333755369856231e-09,-1.410549763027857430e-09,2.142031400815022635e-01,-1.284371543216402493e-09,1.253714628563740718e-01,2.597417998358556579e-01
-4.823129415587310074e-10,-5.516156112972901955e-10,8.376721615199146653e-02,-5.022716982498766830e-10,4.902831221047281723e-02,1.015757634660571090e-01
2.656786919718516016e-17,3.092002450613854263e-17,-4.557760528977933432e-09,3.362552876184428556e-17,-2.667622659478104658e-09,-5.526723108278223262e-09
-1.446938748429201785e-09,-1.654846979714139530e-09,2.513017061880001846e-01,-1.506815319421885135e-09,1.470849704216569132e-01,3.047273604042185502e-01
